emp_no,first_name,last_name,birth_date,from_date,to_date,title
205863,Aiichiro,Kusalik,2065-01-06,1990-10-04,9999-01-01,Senior Engineer
206372,Temple,Joslin,2065-01-17,1993-01-05,1995-11-14,Engineer
206748,Yucai,Fabrizio,2065-01-07,1999-10-06,9999-01-01,Staff
206836,Guadalupe,Pfau,2065-01-12,1993-03-22,9999-01-01,Senior Staff
206865,Vasilii,Cochrane,2065-01-28,1991-09-13,2001-04-23,Senior Engineer
206966,Tzu,Sichman,2065-01-21,1987-11-17,9999-01-01,Senior Engineer
207021,Jacqueline,Akaboshi,2065-01-20,1997-12-06,9999-01-01,Engineer
207068,Zhiguo,Ariola,2065-01-13,1994-09-07,9999-01-01,Senior Staff
207204,Kellie,Schrooten,2065-01-25,1991-01-17,9999-01-01,Engineer
207401,Shuji,Barbanera,2065-01-04,1987-08-10,9999-01-01,Senior Staff
207551,Baziley,Falck,2065-01-15,1995-02-18,9999-01-01,Assistant Engineer
207779,Chinya,Kamble,2065-01-16,1992-05-31,9999-01-01,Senior Staff
207980,Remko,Vieth,2065-01-07,1990-11-22,9999-01-01,Senior Staff
208147,Manu,Rothenberg,2065-01-09,1988-12-06,9999-01-01,Senior Engineer
208330,Shen,Flanders,2065-01-11,1989-07-03,9999-01-01,Senior Staff
208639,Larisa,Lukaszewicz,2065-01-27,1989-10-10,1996-10-30,Senior Staff
208653,Phillip,Schade,2065-01-23,1989-03-03,9999-01-01,Senior Engineer
208784,Pranjal,Juneja,2065-01-30,1985-03-21,9999-01-01,Senior Engineer
209101,Xinyu,Edelhoff,2065-01-05,1997-10-26,9999-01-01,Senior Engineer
209443,Krassimir,Garnier,2065-01-19,1998-01-26,9999-01-01,Senior Staff
209456,Adhemar,Leonhardt,2065-01-19,1998-11-01,1999-07-27,Engineer
209565,Dante,Covnot,2065-01-09,1989-05-28,9999-01-01,Senior Staff
209681,Tianruo,Bratten,2065-01-20,1997-10-10,1998-04-03,Senior Staff
209712,Nimmagadda,Baak,2065-01-17,1987-10-30,9999-01-01,Engineer
209945,Roded,Veevers,2065-01-27,1990-10-23,1996-01-08,Engineer
210017,Shalesh,Lovengreen,2065-01-28,1990-09-29,9999-01-01,Senior Staff
210292,Lihong,Zeilberger,2065-01-18,1996-04-28,9999-01-01,Staff
210449,Gino,Lagarias,2065-01-19,1997-06-22,9999-01-01,Engineer
210529,Adam,Besancenot,2065-01-29,1990-09-27,1995-02-04,Senior Staff
210610,Arco,Crouzet,2065-01-23,1994-09-03,2000-09-30,Engineer
210752,Saniya,Stenning,2065-01-25,1986-12-10,9999-01-01,Senior Staff
210786,Werner,Ranze,2065-01-31,1998-06-05,9999-01-01,Staff
211569,Zhonghua,Snyers,2065-02-01,1989-04-23,1999-07-18,Senior Staff
211858,Domenico,Ratnaker,2065-01-08,1985-03-24,9999-01-01,Senior Engineer
211879,Gao,Ranze,2065-01-12,1994-11-24,9999-01-01,Senior Engineer
211967,Anwar,Bain,2065-01-07,1989-01-22,9999-01-01,Senior Engineer
212074,Tomokazu,Byoun,2065-01-11,1996-07-30,2002-04-08,Engineer
212093,Leni,Henders,2065-01-11,1993-11-19,9999-01-01,Senior Staff
212131,Debatosh,Rajala,2065-01-21,1994-01-19,1994-04-22,Staff
212154,Sailaja,Holburn,2065-01-17,1991-03-04,9999-01-01,Senior Staff
212361,Claudi,Stanfel,2065-01-16,1996-01-07,9999-01-01,Senior Engineer
212703,Kien,Bennis,2065-01-02,1993-01-06,1998-03-14,Engineer
212810,Qingxiang,Swan,2065-01-16,1990-10-04,2002-03-13,Senior Staff
213016,Yongmao,Fontan,2065-01-22,1993-07-26,9999-01-01,Senior Engineer
213140,Tru,Danecki,2065-01-10,1997-03-31,9999-01-01,Staff
213384,Pranas,Narwekar,2065-01-04,1985-09-26,9999-01-01,Senior Engineer
213447,Armond,Perly,2065-02-01,1989-09-14,9999-01-01,Senior Engineer
214184,Sivanarayana,Ranka,2065-01-11,1999-10-25,2001-05-03,Engineer
214215,Xiaoqiang,Cardazo,2065-01-25,1993-05-28,9999-01-01,Senior Staff
214391,Rayond,Klassen,2065-01-15,1993-09-11,9999-01-01,Senior Staff
214427,Peer,Molberg,2065-01-29,1996-11-17,9999-01-01,Engineer
214539,Ingmar,Kohling,2065-01-27,1995-04-25,9999-01-01,Engineer
214634,Shirish,Vickson,2065-01-12,1989-10-24,9999-01-01,Senior Engineer
214789,Arfst,Chepyzhov,2065-01-28,1989-02-06,9999-01-01,Senior Engineer
214807,Prasadram,Qiwen,2065-01-13,1992-09-04,1997-11-25,Engineer
214866,Gopalakrishnan,Angel,2065-02-01,1997-07-05,9999-01-01,Senior Engineer
214995,Dinkar,Hoppenstand,2065-01-12,1994-05-04,9999-01-01,Engineer
215419,Flemming,Kroha,2065-01-16,1995-01-23,9999-01-01,Staff
215629,Munehiro,Manders,2065-01-15,1987-05-18,9999-01-01,Senior Staff
215746,Sven,Speer,2065-01-08,1999-07-08,9999-01-01,Staff
215843,Pramod,Loncour,2065-01-30,1987-03-31,9999-01-01,Senior Staff
216054,Sahrah,Angiulli,2065-01-24,1986-07-31,9999-01-01,Senior Staff
216062,Shuichi,Anick,2065-01-22,1985-11-24,1999-10-26,Senior Engineer
216246,Francoise,Rullman,2065-01-21,1997-12-30,2000-01-12,Staff
216342,Aiichiro,Cromarty,2065-01-22,1995-06-10,9999-01-01,Senior Engineer
216375,Byong,Gustavson,2065-01-16,1985-03-12,9999-01-01,Senior Engineer
216502,Xiaocheng,Suermann,2065-01-26,1997-12-15,9999-01-01,Engineer
216573,Ashish,Vidya,2065-01-29,1989-06-16,9999-01-01,Senior Engineer
216921,Lena,Lenart,2065-01-22,1990-12-25,9999-01-01,Senior Staff
217026,Otmar,Engberts,2065-01-11,1993-08-16,9999-01-01,Senior Staff
217080,Masami,Puoti,2065-01-12,2000-01-21,9999-01-01,Senior Engineer
217272,Yuchang,Eldridge,2065-01-21,1986-08-01,9999-01-01,Senior Staff
217286,Yannik,Spelt,2065-01-05,1992-09-22,9999-01-01,Technique Leader
217320,Abdelwaheb,Denis,2065-01-10,1993-09-10,9999-01-01,Engineer
217363,Horward,Marzano,2065-01-14,1996-04-11,9999-01-01,Staff
217387,Jianhao,Molenaar,2065-01-21,1987-10-22,9999-01-01,Senior Engineer
217551,Panayotis,Lukaszewicz,2065-01-02,1989-06-06,9999-01-01,Senior Engineer
217800,Shay,Servieres,2065-02-01,1998-08-06,9999-01-01,Senior Staff
218022,Mokhtar,Poupard,2065-01-26,1992-02-02,9999-01-01,Technique Leader
218100,Jiong,Garnham,2065-01-24,1990-01-02,9999-01-01,Senior Staff
218299,Almudena,Genin,2065-01-09,1986-09-26,2001-11-06,Senior Staff
218829,Eckart,Foong,2065-01-17,1989-11-26,1996-01-28,Staff
218831,Unal,DuBourdieux,2065-01-16,1996-03-13,9999-01-01,Engineer
219035,Kristine,Bierman,2065-01-18,1988-05-13,9999-01-01,Technique Leader
219047,Aemilian,Kusalik,2065-01-30,1987-05-27,9999-01-01,Senior Engineer
219052,Marsal,Acton,2065-01-06,1995-08-02,9999-01-01,Staff
219417,Subhrajyoti,Denna,2065-01-29,1996-07-25,9999-01-01,Staff
219497,Moie,Zastre,2065-01-22,1991-10-11,9999-01-01,Technique Leader
219967,Susanna,Reeken,2065-01-16,1998-03-16,9999-01-01,Senior Staff
220029,Demos,Asser,2065-01-17,1985-11-04,9999-01-01,Senior Engineer
220131,Reinhard,Slaats,2065-01-09,1994-06-08,9999-01-01,Senior Engineer
220418,Poorav,Laventhal,2065-01-23,1997-08-16,9999-01-01,Staff
220528,Sibyl,Rabehasaina,2065-01-06,1998-02-23,9999-01-01,Senior Staff
220582,Poornachandra,Zielinski,2065-01-08,1996-02-13,9999-01-01,Senior Staff
220611,Yuping,Babb,2065-01-23,1995-01-31,9999-01-01,Senior Staff
220625,Shigenori,Deville,2065-01-25,1992-12-24,9999-01-01,Technique Leader
220699,Nahid,Gyimothy,2065-01-07,1995-08-18,9999-01-01,Staff
220799,Perla,Orlowska,2065-01-17,1990-12-03,1998-10-13,Senior Engineer
221126,Tesuya,dAstous,2065-01-23,1988-11-29,9999-01-01,Senior Engineer
221367,Saddek,Farris,2065-01-13,1990-11-06,9999-01-01,Senior Staff
221369,Abdulah,Pocchiola,2065-01-28,1996-08-28,9999-01-01,Engineer
221435,Djenana,Marrevee,2065-01-06,1994-02-06,9999-01-01,Senior Engineer
221699,Szabolcs,Georgatos,2065-01-15,1999-08-16,2000-02-06,Engineer
221973,Sangeeta,Kalefeld,2065-01-17,1990-06-06,9999-01-01,Senior Staff
222206,Stein,Uludag,2065-01-21,1988-01-30,9999-01-01,Senior Staff
222311,Miyeon,Billingsley,2065-01-20,1992-12-05,9999-01-01,Senior Engineer
222319,Matt,Chvatal,2065-01-20,1994-11-09,9999-01-01,Senior Engineer
222354,Valdiodio,Schlumberger,2065-01-15,1993-08-07,9999-01-01,Engineer
222616,Badri,Schapire,2065-02-01,1998-01-19,9999-01-01,Assistant Engineer
222701,Lein,Delaune,2065-01-24,1990-06-30,1991-09-14,Senior Staff
222770,Kazuhiko,Kushner,2065-01-22,1995-08-01,9999-01-01,Senior Engineer
222878,Annemarie,Zallocco,2065-01-10,1996-12-01,9999-01-01,Senior Engineer
222926,Limsoon,Erol,2065-01-10,1997-12-31,9999-01-01,Senior Engineer
222952,Gopalakrishnan,Suermann,2065-01-28,1991-04-30,9999-01-01,Senior Engineer
222998,Leaf,Awdeh,2065-01-07,1992-10-02,9999-01-01,Senior Staff
223593,Hidefumi,Moehrke,2065-01-20,1998-03-04,9999-01-01,Staff
223595,Chiranjit,Dredge,2065-02-01,1999-09-05,9999-01-01,Technique Leader
224135,Annemarie,Bressoud,2065-01-02,1998-06-23,9999-01-01,Engineer
224335,Perry,Chachaty,2065-01-29,1985-07-22,9999-01-01,Senior Engineer
224390,TRUE,Shobatake,2065-01-24,1996-05-17,9999-01-01,Senior Staff
224934,George,Miake,2065-01-05,1988-01-02,9999-01-01,Senior Staff
225438,Remmert,Quaggetto,2065-01-14,1992-04-28,9999-01-01,Senior Staff
225601,Masasuke,Genin,2065-01-13,1994-06-25,9999-01-01,Engineer
225788,Ipke,Kieras,2065-01-08,1995-12-18,9999-01-01,Engineer
225867,Ramalingam,Remmele,2065-01-26,1999-09-03,9999-01-01,Senior Engineer
225964,Mooi,Cooman,2065-01-19,1989-06-07,9999-01-01,Senior Engineer
226216,Giordano,Gini,2065-01-28,1993-08-14,9999-01-01,Technique Leader
226227,Herbert,Erva,2065-01-07,1986-09-06,9999-01-01,Senior Engineer
227354,Gio,Murtha,2065-01-12,1986-11-11,9999-01-01,Senior Engineer
227476,Macha,Schnabel,2065-01-11,1988-05-11,9999-01-01,Senior Engineer
227681,Mikhail,Rousseau,2065-01-30,1998-11-30,9999-01-01,Staff
227899,Garnik,Luce,2065-01-23,1998-09-15,9999-01-01,Staff
227901,Francesca,Azuma,2065-01-26,1996-06-08,9999-01-01,Senior Staff
228098,IEEE,Kroll,2065-01-18,1997-05-10,1998-02-17,Engineer
228248,Yuriy,Plump,2065-01-09,1988-09-08,9999-01-01,Senior Staff
228554,Bilhanan,Brendel,2065-01-03,1990-12-23,9999-01-01,Senior Staff
228575,Takanari,Pelc,2065-01-03,1990-08-18,1992-09-25,Engineer
228766,Nahla,Smailagic,2065-01-11,1993-02-12,9999-01-01,Senior Engineer
229098,Berry,Yurek,2065-01-08,1995-08-16,9999-01-01,Senior Staff
229207,Filipe,Erol,2065-01-30,1997-07-11,1999-08-15,Senior Engineer
229220,Fabrizio,Lichtman,2065-01-21,1987-02-09,9999-01-01,Senior Engineer
229248,Harjit,Terekhov,2065-01-27,1995-10-19,9999-01-01,Staff
229352,Kwangho,Petereit,2065-01-07,1999-08-10,2000-05-06,Engineer
229364,Dulce,Magliocco,2065-01-07,1987-02-13,1987-02-23,Staff
229386,Pohua,Tasistro,2065-01-03,1989-06-02,1994-11-04,Technique Leader
229391,Paloma,Henseler,2065-01-15,1991-06-11,9999-01-01,Senior Engineer
229404,Gilbert,Kilgour,2065-01-11,1996-04-05,9999-01-01,Staff
229547,Moni,Schach,2065-01-03,1986-07-04,9999-01-01,Senior Staff
229690,Mokhtar,Sherertz,2065-01-08,1988-06-09,1995-11-08,Senior Staff
229727,Ewing,Millington,2065-01-23,1999-09-28,9999-01-01,Engineer
229981,Jamaludin,Fordan,2065-01-19,1992-02-06,9999-01-01,Senior Engineer
230002,Tadahiro,Backhouse,2065-01-07,1991-10-02,9999-01-01,Senior Engineer
230126,Bezalel,Radivojevic,2065-01-31,1988-07-02,9999-01-01,Senior Staff
230287,Renny,Alameldin,2065-01-14,1997-09-28,9999-01-01,Assistant Engineer
230354,Yinghua,Lorho,2065-01-31,1991-08-09,9999-01-01,Senior Staff
230498,Kolar,Puppo,2065-01-15,1990-04-25,9999-01-01,Senior Engineer
230579,Shahar,Negoita,2065-01-17,1994-03-19,9999-01-01,Senior Staff
230689,Dietrich,Crabtree,2065-01-14,1986-05-24,9999-01-01,Senior Staff
230821,Toshiki,Raney,2065-01-20,1997-07-03,2000-03-21,Staff
230865,Takushi,Brattka,2065-01-02,1999-06-03,9999-01-01,Staff
231043,Torsten,Slobodova,2065-01-01,1992-07-20,2000-04-01,Assistant Engineer
231069,Trygve,Siksek,2065-01-22,1995-11-09,9999-01-01,Staff
231459,Nectarios,Pramanik,2065-01-28,1999-11-18,9999-01-01,Assistant Engineer
231671,Chandrasekaran,Pearson,2065-01-07,1995-04-14,9999-01-01,Staff
231798,Goetz,Alvarado,2065-01-28,1988-12-25,9999-01-01,Senior Engineer
232178,Etsuo,Anandan,2065-01-29,1989-12-13,9999-01-01,Senior Staff
232209,Nitsan,Rouquie,2065-01-11,1988-08-01,9999-01-01,Senior Engineer
232458,Nikolaus,Yetto,2065-01-04,1990-09-22,1992-08-22,Staff
232496,Peternela,Klerer,2065-01-31,1986-06-06,1994-06-08,Staff
232697,Barry,Ramsak,2065-01-23,1990-09-07,9999-01-01,Senior Engineer
232723,Tesuya,Bugrara,2065-01-14,1993-02-13,9999-01-01,Engineer
233114,Alselm,Gargeya,2065-01-20,1987-12-25,9999-01-01,Senior Engineer
233247,Murthy,Angiulli,2065-01-18,1986-08-02,1998-07-21,Senior Engineer
233394,Khalid,Lenart,2065-01-06,1995-12-24,9999-01-01,Engineer
233397,Fay,Sundgren,2065-01-16,1990-07-07,9999-01-01,Senior Staff
233426,Etsuo,Usery,2065-01-12,1995-03-02,9999-01-01,Senior Engineer
233533,Seongbae,Sluis,2065-01-10,1988-09-22,1997-06-10,Senior Staff
233690,Cedric,Riefers,2065-01-17,1994-09-08,9999-01-01,Engineer
233759,Zissis,Lodder,2065-01-14,1999-09-25,2000-05-27,Engineer
233765,Kotesh,Chachaty,2065-01-20,1991-03-25,9999-01-01,Senior Engineer
233785,Baziley,Ballarin,2065-01-30,1987-07-28,9999-01-01,Senior Staff
233818,Kellie,Heydon,2065-01-01,1985-11-11,9999-01-01,Senior Engineer
234195,Luerbio,Terkki,2065-01-07,1991-05-14,9999-01-01,Senior Staff
234278,Tzu,Impagliazzo,2065-01-20,1990-11-14,1993-12-05,Staff
234739,Foong,Aamodt,2065-01-31,1986-06-28,9999-01-01,Senior Engineer
235017,Irena,Dratva,2065-01-17,1991-09-07,9999-01-01,Senior Staff
235096,Sverrir,Gyimothy,2065-01-21,1987-03-21,1995-07-30,Senior Staff
235269,Keiichiro,Feldmann,2065-01-31,1997-12-20,1998-12-30,Staff
235325,Gro,Prochazka,2065-01-06,1992-10-16,9999-01-01,Senior Engineer
235368,Anneli,Joslin,2065-01-09,1987-04-12,9999-01-01,Senior Engineer
235458,Gio,Heuser,2065-01-05,1992-06-28,9999-01-01,Senior Staff
235546,Tianruo,Speer,2065-01-17,1985-10-30,1989-03-26,Staff
235729,Henk,Anger,2065-02-01,1993-01-19,9999-01-01,Senior Staff
235780,Sampalli,Bergere,2065-01-17,1994-04-08,9999-01-01,Senior Engineer
235793,Jayesh,Spinelli,2065-01-03,1992-07-18,1999-01-16,Senior Engineer
236315,IEEE,Raczkowsky,2065-01-31,1996-07-24,9999-01-01,Technique Leader
236559,Berna,Nanard,2065-01-20,1989-08-20,1991-03-18,Senior Engineer
236566,Yechezkel,Maginnis,2065-01-17,1992-12-11,9999-01-01,Senior Staff
236591,Insup,Reinhard,2065-01-11,1985-04-08,9999-01-01,Senior Staff
236827,Almudena,Rijckaert,2065-01-28,1994-02-16,9999-01-01,Senior Engineer
236883,Huan,Olivero,2065-01-27,1999-11-19,9999-01-01,Staff
236964,Adel,Foote,2065-01-17,1998-08-19,2000-03-20,Staff
237289,Brendon,Fritzsche,2065-01-24,1998-01-19,1999-12-18,Staff
237400,Guadalupe,Perri,2065-01-24,1996-06-27,1999-08-21,Technique Leader
237590,Annemarie,Irland,2065-01-25,1991-07-30,1996-09-04,Staff
238112,Miomir,Frezza,2065-01-12,1991-05-25,9999-01-01,Technique Leader
238252,Uno,Suppi,2065-01-09,1996-12-27,9999-01-01,Staff
238422,Vishv,Angelov,2065-01-10,1988-03-08,9999-01-01,Senior Staff
238949,Minghong,Cronin,2065-01-09,1987-10-04,9999-01-01,Senior Staff
239067,Tadahiko,Pocchiola,2065-01-11,1996-04-02,9999-01-01,Staff
239244,Abdulla,Kitai,2065-01-13,1987-02-20,9999-01-01,Senior Staff
239415,Susumu,Brender,2065-01-01,1993-04-17,9999-01-01,Senior Engineer
239426,Vesna,Fairtlough,2065-01-08,1994-08-09,2002-05-07,Engineer
239581,Guangming,Marquardt,2065-01-18,1997-06-06,2001-03-21,Staff
239664,Sugwoo,Michaels,2065-01-04,1992-08-02,9999-01-01,Senior Engineer
239706,Arunas,Bugrara,2065-01-15,1997-04-03,9999-01-01,Assistant Engineer
239748,Bilhanan,Dusink,2065-01-23,1988-06-04,9999-01-01,Senior Staff
239803,Oscal,Ernst,2065-01-30,1992-05-19,9999-01-01,Senior Staff
240011,Heather,Luef,2065-01-27,1989-02-24,1992-07-14,Technique Leader
240132,Mizuhito,Kobara,2065-02-01,1996-08-09,9999-01-01,Senior Staff
240236,TRUE,Tischendorf,2065-01-24,1986-01-19,9999-01-01,Senior Engineer
240253,Shrikanth,Ramaiah,2065-01-16,1995-05-12,2000-10-15,Engineer
240285,Kolar,Greenaway,2065-01-23,1998-11-14,9999-01-01,Staff
240340,Mack,Staylopatis,2065-01-14,1985-04-02,9999-01-01,Senior Engineer
240438,Temple,Cyre,2065-01-02,1992-09-30,9999-01-01,Senior Staff
240870,Francesca,Chorvat,2065-01-06,1992-03-17,9999-01-01,Senior Staff
241100,Cedric,Molenaar,2065-01-23,1990-10-06,9999-01-01,Senior Engineer
241254,Jagoda,Anguita,2065-01-15,1993-05-11,9999-01-01,Senior Engineer
241292,Uri,Lampe,2065-01-29,1987-10-17,2001-12-11,Senior Staff
241567,Emran,Miara,2065-01-18,1989-05-02,9999-01-01,Senior Engineer
241667,Atilio,Olivero,2065-01-28,1985-09-04,9999-01-01,Senior Engineer
241728,Limsoon,Boudaillier,2065-01-30,1995-08-12,1999-08-08,Senior Engineer
241872,Bluma,Fetvedt,2065-01-11,2001-11-14,9999-01-01,Senior Staff
241917,Wuxu,Poupard,2065-02-01,1994-02-15,1995-09-25,Staff
241952,Maya,Anandan,2065-01-20,1996-06-28,1997-11-07,Staff
242019,Herb,Murrill,2065-01-09,2001-10-28,9999-01-01,Senior Engineer
242081,Tomokazu,Pargas,2065-01-12,1996-11-15,9999-01-01,Engineer
242104,Richara,Sudkamp,2065-01-05,1989-09-05,9999-01-01,Senior Staff
242237,Hidde,Papsdorf,2065-01-21,1998-11-07,1998-11-23,Senior Staff
242314,Miyeon,Burnard,2065-01-11,1985-02-07,1985-12-13,Engineer
242500,Bingning,Iisaku,2065-01-08,1989-06-26,9999-01-01,Senior Staff
242611,Frazer,Flanders,2065-01-18,1995-08-25,2000-09-25,Engineer
242800,Kazuyasu,Levergood,2065-01-11,1996-02-10,9999-01-01,Engineer
242867,Paddy,Nittel,2065-01-04,1999-11-10,2000-04-14,Engineer
243018,Bowen,Deverell,2065-01-02,1998-12-27,9999-01-01,Senior Staff
243077,Kazunori,Perz,2065-02-01,1999-02-25,9999-01-01,Senior Engineer
243576,Abdulah,Lodder,2065-01-04,1996-11-10,9999-01-01,Senior Staff
243637,Marjo,Delgrange,2065-01-16,1990-06-24,9999-01-01,Senior Staff
243898,Arch,Basawa,2065-01-09,1998-05-10,9999-01-01,Staff
244308,Mokhtar,Rebaine,2065-01-10,1991-07-23,9999-01-01,Senior Staff
244605,Masoud,Suwa,2065-01-22,1998-10-10,9999-01-01,Senior Staff
244624,Boaz,Seuren,2065-01-31,1987-03-27,9999-01-01,Senior Staff
244711,Rosli,Butner,2065-01-25,1991-03-20,9999-01-01,Engineer
244714,Poorav,Clouatre,2065-01-27,1996-05-06,9999-01-01,Senior Engineer
244820,Shigenori,Hertweck,2065-01-15,1987-04-13,9999-01-01,Senior Engineer
244873,Arunachalam,Oppitz,2065-01-04,1986-05-20,9999-01-01,Senior Staff
245164,Filipp,Winter,2065-01-23,1996-10-24,9999-01-01,Senior Engineer
245396,Gift,Bottner,2065-01-31,1995-03-04,9999-01-01,Senior Staff
245664,Manohar,Kilgore,2065-01-18,1998-11-17,9999-01-01,Staff
246146,Zhongwei,Melski,2065-01-30,1987-09-04,9999-01-01,Senior Engineer
246244,George,Casperson,2065-01-09,2000-01-20,9999-01-01,Staff
246364,Alper,Tiemann,2065-01-06,1998-10-29,9999-01-01,Engineer
246764,Shuzo,Czaja,2065-01-04,1997-11-29,9999-01-01,Staff
246798,Tianruo,Strooper,2065-01-09,2001-12-07,9999-01-01,Senior Staff
246902,Shih,Shanbhogue,2065-01-27,1998-04-19,9999-01-01,Staff
247089,Seongbae,Schahn,2065-01-17,1992-12-10,9999-01-01,Senior Staff
247122,Xiaobin,Narlikar,2065-01-23,1992-02-14,9999-01-01,Senior Staff
247447,Tzu,Bakhtari,2065-01-28,1994-03-18,9999-01-01,Senior Engineer
247456,Masako,Bahk,2065-01-16,1997-07-31,9999-01-01,Engineer
247612,Chiranjit,Constantine,2065-01-04,1997-05-25,9999-01-01,Engineer
247875,Xiong,Anick,2065-01-02,1991-04-23,9999-01-01,Senior Staff
247888,Abdelghani,Lagarias,2065-01-15,1985-09-06,9999-01-01,Senior Engineer
248094,Valeska,Lupu,2065-01-31,1998-09-21,2002-04-06,Staff
248256,Sajjan,Falby,2065-01-05,1996-08-29,9999-01-01,Staff
248351,Jaana,Milicia,2065-02-01,1985-06-02,9999-01-01,Senior Staff
248758,Snehasis,Muhlberg,2065-02-01,1991-07-16,1994-12-25,Senior Staff
248953,Percy,Sudbeck,2065-01-29,1996-08-29,9999-01-01,Assistant Engineer
249239,Hideyuki,Decleir,2065-01-21,1994-05-04,9999-01-01,Senior Engineer
249325,Ute,Pokrovskii,2065-01-26,1997-06-09,9999-01-01,Staff
249433,Ayonca,Matzov,2065-01-16,1988-06-03,9999-01-01,Senior Engineer
249451,Gopalakrishnan,Pehl,2065-01-06,1995-03-15,2001-06-10,Engineer
249504,Dmitry,Velardi,2065-01-07,1994-03-01,1995-10-20,Senior Engineer
249780,Nechama,Gaughan,2065-01-12,1986-01-16,1993-07-09,Senior Engineer
249799,Jolita,Neimat,2065-01-04,1993-12-27,9999-01-01,Senior Engineer
249866,Steen,Gubsky,2065-01-15,1989-01-14,9999-01-01,Senior Staff
249969,Georgi,Luiz,2065-01-21,1991-06-10,9999-01-01,Senior Engineer
250411,Ranga,Sommen,2065-01-27,1989-01-20,9999-01-01,Senior Staff
250452,Alexius,Plavsic,2065-01-14,2000-01-17,9999-01-01,Senior Engineer
250748,Kish,Turnbull,2065-01-27,1987-02-10,9999-01-01,Senior Engineer
251166,Hinrich,Hooghiemstra,2065-01-22,1985-10-05,9999-01-01,Senior Staff
251233,Yucel,Bernini,2065-01-07,1993-02-19,9999-01-01,Senior Engineer
251301,Pintsang,Impagliazzo,2065-01-30,1989-05-06,9999-01-01,Senior Staff
251341,Divier,Kumaresan,2065-01-11,1992-12-05,9999-01-01,Senior Staff
251403,Utpal,DuBourdieux,2065-01-01,1997-11-19,9999-01-01,Technique Leader
251437,Shichao,Iwayama,2065-01-20,1989-10-17,9999-01-01,Engineer
251645,Bezalel,Tsunoo,2065-01-06,1992-06-17,9999-01-01,Senior Staff
251680,Moty,Sommen,2065-01-05,1990-08-14,9999-01-01,Senior Engineer
251814,Mitsuyuki,Zockler,2065-01-01,1998-09-14,9999-01-01,Technique Leader
252185,Chaosheng,Conta,2065-01-01,1997-04-14,9999-01-01,Engineer
252241,Zito,Alvarado,2065-01-15,1986-07-07,2000-09-18,Senior Staff
252316,Gill,Niizuma,2065-01-07,1994-10-08,9999-01-01,Senior Engineer
252318,Keung,Simmel,2065-01-30,1995-11-17,2002-06-24,Technique Leader
252392,Sanjeeva,Peron,2065-01-01,1993-12-26,9999-01-01,Senior Engineer
252592,Sachem,McDermid,2065-01-12,1987-04-30,1987-12-02,Senior Engineer
253029,Thodoros,Thimonier,2065-01-13,1995-04-05,9999-01-01,Engineer
253707,Insup,Hainaut,2065-01-05,1998-02-11,9999-01-01,Staff
253838,Stafford,Terlouw,2065-01-28,1999-02-21,9999-01-01,Assistant Engineer
253893,Huiqun,Trystram,2065-01-04,1993-05-10,9999-01-01,Senior Engineer
254044,Gunilla,Brendel,2065-01-16,1992-04-10,9999-01-01,Senior Engineer
254399,Armond,Lores,2065-01-24,1999-09-16,9999-01-01,Technique Leader
254591,Mamdouh,Lodder,2065-01-08,1986-03-23,1991-12-09,Staff
254787,Mohan,Chepyzhov,2065-01-03,1995-04-06,1996-05-26,Senior Engineer
254821,Tonny,Couchot,2065-01-24,1994-12-12,9999-01-01,Staff
254916,Serenella,Couchot,2065-01-31,2001-01-25,2001-04-13,Senior Staff
255466,Huan,Roccetti,2065-01-18,1985-07-03,9999-01-01,Senior Engineer
255657,Oldrich,Cyre,2065-01-20,1985-02-10,9999-01-01,Senior Engineer
255779,Heejo,Merle,2065-01-31,1997-09-04,9999-01-01,Technique Leader
256078,Duke,Picaronny,2065-01-20,1995-03-23,1995-04-05,Staff
256216,Halsur,Brodal,2065-01-01,1997-11-22,9999-01-01,Engineer
256837,Bezalel,Jording,2065-01-10,1991-01-16,1998-11-19,Staff
256856,Hongzue,Barbanera,2065-01-03,1987-06-17,9999-01-01,Senior Staff
256881,Ioana,Jakobus,2065-01-03,1990-08-10,9999-01-01,Senior Engineer
256888,Heather,Pehl,2065-01-03,1993-09-15,9999-01-01,Staff
257062,Stabislas,Pardalos,2065-01-24,1989-06-21,9999-01-01,Senior Engineer
257378,Pascal,Bernatsky,2065-01-06,1988-09-03,9999-01-01,Senior Staff
257469,Anyuan,Hanratty,2065-01-22,1988-01-06,9999-01-01,Senior Staff
257484,Shaowei,Nicolson,2065-01-01,1986-12-07,9999-01-01,Senior Staff
257624,Adhemar,Dalphin,2065-01-16,1990-06-02,2000-08-26,Senior Staff
257799,Sushant,Riefers,2065-01-26,1987-12-05,1998-01-08,Senior Engineer
258028,Mountaz,Reinhart,2065-01-07,2000-01-21,2001-07-03,Engineer
258124,Mariusz,Zolotykh,2065-01-17,1990-07-28,9999-01-01,Senior Staff
258363,Tayeb,Veevers,2065-01-17,1986-10-10,1991-05-24,Staff
258376,Jaber,Falco,2065-01-05,1995-10-01,1995-10-11,Engineer
258470,Weiwu,Butner,2065-01-04,1995-02-14,9999-01-01,Staff
258643,Przemyslawa,Esposito,2065-01-11,1992-02-27,9999-01-01,Senior Engineer
259042,Xiaoqiang,Farrow,2065-01-12,1997-01-01,9999-01-01,Staff
259237,Palash,Gammage,2065-01-27,1987-10-23,9999-01-01,Senior Staff
